Value,Description
ESF,ESTIMATED START - FIRST PRIOR MONTH
ESS,ESTIMATED START - SECOND PRIOR MONTH
EST,ESTIMATED START - THIRD PRIOR MONTH
ETP,EARLIEST FILING PERIOD
EXO,EXPOSURE
EXP,EXPORT
FFI,FINANCIAL INFORMATION
FFO,FIRST ORDER
FIA,FINAL INTEREST ACCRUAL
FPE,FUNDING PERIOD - END
FPS,FUNDING PERIOD - START
GRD,GRADUATED
ICF,CONVERTED TO ELECTRONIC DATE
IDG,INSOLVENCY DISCHARGE GRANTED
IFH,INITIAL FEDERAL HOUSING AUTHORITY CLAIM PAYMENT
III,INCORPORATION
IMP,IMPORT
INC,INCIDENT
INT,INACTIVE UNTIL
IPS,INTEREST ON PRESALE START
IVA,INITIAL VETERANS ADMINISTRATION CLAIM PAYMENT
KEV,KEY EVENT FISCAL YEAR
KEW,KEY EVENT CALENDAR YEAR
LAM,LAST ANNUAL MEETING
LAS,LAST CHECK FOR BALANCE SHEET UPDATE
LCC,LAST CAPITAL CHANGE
LEA,LETTER OF AGREEMENT
LEL,LETTER OF LIABILITY
LIQ,LIQUIDATION
LLP,LOW PERIOD
LOG,EQUIPMENT LOG ENTRY
LPC,LIST PRICE CHANGE
LSC,LEGAL STRUCTURE CHANGE
LTP,LATEST FILING PERIOD
MRR,METER READING
MSD,LATEST MATERIAL SAFETY DATA SHEET DATE
NAM,PRESENT NAME
NFD,NEGOTIATED FINISH
NOD,NOTICE OF DELINQUENCY (NOD) RECEIVED
NRG,NOT REGISTERED
NSD,NEGOTIATED START
ORG,ORIGINAL LIST
PBC,PRESENT CONTROL
PCP,PRIMARY COVERAGE CLAIM PAID
PCS,PRIMARY COVERAGE CLAIM SUBMISSION
PDE,PARTIAL DENIAL EFFECTIVE
PDR,PARTIAL DENIAL RESCISSION
PDV,PRIVILEGE DETAILS VERIFICATION
PLS,PRESENT LEGAL STRUCTURE
PPC,POOL POLICY CLAIM SUBMISSION
PPD,POST PAID DATE
PPP,PEAK PERIOD
PRD,PREVIOUSLY REPORTED DATE OF BIRTH
PRR,PRESENTED TO RECEIVERS
PSA,PROPERTY SALE APPROVED
PSC,PROPERTY SALE CLOSED
PSF,PROPERTY SALE CONFIRMATION
PTD,PAID TO DATE
PTO,PLAN TO OBSOLETE
RAP,RECEIVER APPOINTED
RES,RESIGNED
RFD,REQUESTED FINISH
RFF,RECOVERY FINISH
RFO,REFERRED FROM
RNT,RENT SURVEY
RRM,RECEIVED IN THE MAIL
RRT,REVOCATION
RSD,REQUESTED START
RSS,RECOVERY START
RTO,REFERRED TO
SCV,SOCIAL SECURITY CLAIMS VERIFICATION
SDD,SOLE DIRECTORSHIP DATE
SFH,SUBSEQUENT FEDERAL HOUSING AUTHORITY CLAIM PAYMENT
STN,TRANSITION
SVA,SUBSEQUENT VETERANS ADMINISTRATION CLAIM PAYMENT
TSR,TRADE STYLE REGISTERED
TSS,TRIAL STARTED
TST,TRIAL SET
VAT,VALUE ADDED TAX (VAT) CLAIMS VERIFICATION
VLU,VALID UNTIL
W01,SAMPLE COLLECTED
W02,STATUS CHANGE
W03,CONSTRUCTION START
W05,RECOMPLETION
W06,LAST LOGGED
W07,WELL LOG RUN
W08,SURFACE CASING AUTHORITY APPROVAL
W09,REACHED TOTAL DEPTH
W10,SPACING ORDER UNIT ASSIGNED
W11,RIG ARRIVAL
W12,LOCATION EXCEPTION ORDER NUMBER ASSIGNED
W13,SIDETRACKED WELLBORE
WAA,TIME EMPLOYEE BEGAN WORK
WAY,WAYBILL
YXX,PROGRAMMED FISCAL YEAR
YXY,PROGRAMMED CALENDAR YEAR
ZZZ,MUTUALLY DEFINED
