Value,Description
QR,PARKING INCOME
QS,NON-QUALIFIED (1035 EXCHANGE)
QT,PAC - PRE-AUTHORIZED CHECK
QU,PAYROLL DEDUCTION
QV,PENSION
QW,PREMIUM RECEIVED WITH APPLICATION
QX,PROFIT SHARING TRUST
QY,QUALIFIED
QZ,PAYMENT AMOUNT
R,SPEND DOWN
R0,LOANS TO PARTICIPANTS
R1,"FIXED, LIQUIDATED SECURED DEBT"
R2,CONTINGENT SECURED DEBT
R3,DISPUTED SECURED DEBT
R4,UNLIQUIDATED SECURED DEBT
R5,"FIXED, LIQUIDATED UNSECURED DEBT"
R6,CONTINGENT UNSECURED DEBT
R7,DISPUTED UNSECURED DEBT
R8,UNLIQUIDATED UNSECURED DEBT
R9,AT TIME OF FILING
RA,ACCELERATED ROYALTY
RB,PER PERSON DEDUCTIBLE
RC,REFUND CHECK
RD,PER PERSON LIMIT
RE,ROYALTY DUE
RF,RESTITUTION
RG,BUDGETED REDEMPTION
RH,PER PERSON AGGREGATE LIMIT
RI,RESIDUAL VALUE
RJ,RATE AMOUNT
RK,PROVISION FOR LONG TERM DEPRECIATION
RL,REGULAR REMITTANCE
RM,REMITTANCE REFUND
RN,RESIDENT MANAGER'S SALARY
RO,PROVISIONS
RP,REPAIR
RPC,REPACKAGING COST
RQ,RECOMMENDED AMOUNT
RR,RESERVE REQUIREMENT AMOUNT
RS,RESERVES
RT,LAST PAYMENT
RU,TOTAL DEBITS REJECTED
RV,TOTAL PAYMENTS REJECTED
RW,TOTAL DELINQUENCY
RX,TOTAL PRE-ADVICES ACCEPTED
RY,TOTAL PRE-ADVICES REJECTED
RZ,LENDER'S TOTAL DELINQUENCY
S,SUBMITTED CHARGEBACK CLAIM AMOUNT
S0,SELF-FINANCING FOR EDUCATION
S1,SALARY AMOUNT
S2,SALARY WITH BONUSES
S3,SALARY WITH COMMISSIONS
S4,SALARY WITH SUBCHAPTER S CORPORATION INCOME
S5,SALARY WITH PARTNER'S BONUSES
S6,SUBCHAPTER S CORPORATION
S7,SOLE PROPRIETORSHIP
S8,PERIOD RENTAL
S9,SECURED CLAIM ALLOWED
SA,CAMPAIGN SUMMARY AMOUNT
SAA,SYSTEM ADJUSTED AMOUNT
SAG,SURPLUS (DEFICIT) AFTER GRANT
SAL,SALVAGE
SB,STATED AMOUNT
SC,TOTAL SERVICE CHARGE
SD,SALES CHARGE
SE,SERVICE CHARGES WHICH CANNOT BE COMPENSATED BY BALANCES
SF,SCHOLARSHIP FROM ADMITTING EDUCATIONAL INSTITUTION
SFD,SECURED BORROWED FUNDS NOT DEPOSITED
SG,SPONSOR-FINANCING FOR EDUCATION
SH,SURRENDER CHARGE
SI,SUBSEQUENT INTEREST PAYMENT AMOUNT
SJ,SURRENDER FULL
SK,SURRENDER PARTIAL
SL,SECURITY PERSONNEL'S SALARY
SM,SUPPLEMENTAL
SN,SALES ADMINISTRATION EXPENSE
SO,SPECIAL CREDITORS AMOUNT
SOF,SETOFF
SP,SALES PRICE
SQ,SPECIAL DEBTORS AMOUNT
SR,SECURED CLAIM
SS,CAMPAIGN SUMMARY AMOUNT TO BE SHARED
SSC,SHARES IN SUBSIDIARY COMPANIES
ST,STATE
SU,SURCHARGE
SV,FIXED MONTHLY PRINCIPAL PAYMENT
SW,BASE AWARD FEE
SX,SEVERANCE TAX
SY,INITIAL BUYDOWN BALANCE
SZ,CERTIFICATION FEE
T,TAX
T0,THIRD-PARTY GOVERNMENT-FINANCING FOR EDUCATION
T1,TEACHER
T2,TOTAL CLAIM BEFORE TAXES
T3,TOTAL SUBMITTED CHARGES
T4,TOTAL CURRENT BALANCE
T5,TOTAL CLAIMS
T6,CLAIM
T7,TOTAL CREDITS ACCEPTED
T8,TOTAL CREDITS REJECTED
T9,TOTAL DEBITS ACCEPTED
TA,TOTAL ANNUAL SALES
TB,TOTAL ANNUAL SALES TO CUSTOMER
TBC,TOTAL BUYER CLOSING COSTS
TC,PROPOSED COST
TCS,TOTAL COMMISSION FROM PRIMARY AND SECONDARY SOURCES
TD,PROPOSED PROFIT
TDA,TOTAL DEPOSITORY ACCOUNTS
TE,PROPOSED FEE
TEN,TOTAL MAINTENANCE EXPENSE ON ALL NON-INCOME PRODUCING PROPERTIES
TEP,TOTAL MAINTENANCE EXPENSE ON ALL INCOME PRODUCING PROPERTIES
TF,TOTAL PROPOSED PRICE
TG,ALTERNATE PROPOSED PRICE
TGD,TOTAL GIFTS NOT DEPOSITED
TH,TOTAL CLAIM ALLOWED
TI,TITLE INSURANCE AMOUNT ON LOAN
TIS,TOTAL SELF-EMPLOYED INCOME FROM PRIMARY AND SECONDARY SOURCES
TJ,TIME AND EXPENSE PAID TO DATE
TK,TOTAL AMOUNT OF CONTRACT
TL,TOTAL PRIOR LOAN AMOUNT OWED
TLA,TOTAL OTHER LIQUID ASSETS
TLV,TOTAL LIFE INSURANCE NET CASH VALUE
TM,TIME AND EXPENSE PAID CURRENT MONTH
TMM,TOTAL MONETARY MARKUP AMOUNT
TO,TELEPHONE OPERATOR'S SALARY
TOL,TOTAL OMITTED LIABILITIES
TP,TOTAL PAYMENT AMOUNT
TPA,TOTAL PREVIOUS ADJUSTED CLAIM
TPR,TOTAL NET PROCEEDS FROM REAL ESTATE ASSETS
TPS,TOTAL PAID AS SUBMITTED
TQ,SUBSIDIES FOR OPERATING COSTS
TR,TARGET COST
TRF,TOTAL RETIREMENT FUNDS
TRI,TOTAL NON-RENTAL INCOME
TRL,TOTAL RESUBORDINATED LIABILITIES
TRP,TOTAL LIABILITIES FOR RENTAL PROPERTIES
TS,TOTAL SALES
TSB,TOTAL STOCKS AND BONDS
TT,TOTAL TRANSACTION AMOUNT
TU,TRANSPORTATION COST PER UNIT OF MEASURE
TV,LEVEL OF PREMIUM INSURANCE - RETENTION
TW,TECHNICIANS INDEMNITY PROVISION
TX,TOTAL TO DATE
TY,TOTAL AT COMPLETE
TZ,TRANSPORTATION COST TOTAL
U,UNDERPAYMENT
U0,U.S. GOVERNMENT-FINANCING FOR EDUCATION
U1,"UNSECURED, PRIORITY CLAIM ALLOWED"
U2,INGREDIENT COST CLAIMED
U3,MISCELLANEOUS EXPENSES
U4,PRESENT VALUE OF LOT
U5,COST OF IMPROVEMENTS
U6,"ALTERATIONS, IMPROVEMENTS, REPAIRS"
U7,LAND
U8,REFINANCE
U8L,TAX PAYMENT REFINANCED BY SAME LENDER
U9,ESTIMATED PREPAID ITEMS
UA,UNLIQUIDATED AMOUNT
UAA,USER ADJUSTED AMOUNT
UB,UNPAID PRINCIPAL BALANCE
UC,UNSPECIFIED AGGREGATE LIMIT
UD,"UNSECURED, NONPRIORITY CLAIM ALLOWED"
UE,MORTGAGE INSURANCE
UEP,UPDATED EXPENSES ON PRESALE
UF,DISCOUNT (IF BORROWER PAID)
UFD,UNSECURED BORROWED FUNDS NOT DEPOSITED
UG,TOTAL UNPAID PRINCIPAL BALANCE FOR STAFFORD LOANS
UH,SUBORDINATE FINANCING
UHI,UNSECURED HOME IMPROVEMENTS
UI,TOTAL COSTS
UIP,UPDATED INTEREST ON PRESALE
UJ,OTHER CREDITS
UK,BASE LOAN AMOUNT (W/O FINANCED MORTGAGE INSURANCE)
UL,MORTGAGE INSURANCE FINANCED
UM,TOTAL LOAN AMOUNT
UN,"UNSECURED, NONPRIORITY CLAIM"
UNK,UNKNOWN TAX PLAN PAYMENT
UO,CASH FROM OR TO BORROWER
UP,TOTAL UNPAID PRINCIPAL BALANCE FOR PARENTAL LOANS FOR STUDENTS
UPF,UPPER FUND
UQ,MONTHLY INCOME
UR,UNEARNED INCOME
US,TOTAL UNPAID PRINCIPAL BALANCE FOR SUPPLEMENTAL LOANS FOR STUDENT
UT,VALUE ADDED SALES
UU,CLEARING HOUSE SETTLEMENT
UV,DRAWBACK
UW,TOTAL MONTHLY LIABILITIES
UX,"UTILITIES, FURNITURE, AND AMENITIES INCLUDED IN RENT"
UY,TOTAL ASSETS
UZ,TOTAL LIQUID ASSETS
V,COST OF DEFICIENCY
V0,VALUE ADDED
V1,TAX AND INSURANCE ESCROW FUND
V2,INTEREST DUE TO INVESTOR
V3,TOTAL PRINCIPAL DUE TO THE INVESTOR
V4,TOTAL INTEREST DUE TO THE INVESTOR
V5,TOTAL CURTAILMENT DUE TO THE INVESTOR
V6,TOTAL PRINCIPAL PAYOFF AND REPURCHASE DUE TO THE INVESTOR
V7,TOTAL INTEREST PAYOFF AND REPURCHASE DUE TO THE INVESTOR
V8,ACTUAL OUTSTANDING PRINCIPAL BALANCE
V9,FACE AMOUNT
VA,TOTAL CURRENT RENT OR MORTGAGE PAYMENT (ISSUE)
VB,TOTAL NON-LIQUID ASSETS
VC,AUTHORIZED
VD,ACTUAL PERSON DAY RATE
VE,ESTIMATED PERSON DAY RATE
VES,VESTED/EARNED UPPER FUND
VF,TOTAL MONTHLY EXPENSES
VG,CURRENT MONTHLY PRINCIPAL AND INTEREST
VH,LEVY AMOUNT
VI,CURRENT SUPPORT
VJ,PAST DUE SUPPORT
VK,MEDICAL SUPPORT
VL,NET NEGATIVE AMORTIZATION AMOUNT
VM,WITHHOLD FROM WAGES
VN,COMMISSION BASIS
VO,COMMISSION EARNED
VP,CURRENT MONTHLY PAYMENT
VQ,COMMISSION NETTED
VR,TOTAL MONTHLY DEBT
VS,OTHER FINANCING PAYMENT
VSI,VALUE OF SECURITIES AT ISSUE DATE
VSM,VALUE OF SECURITIES AT MATURITY
VT,CURRENT VALUE
VU,CLOSING COST
VV,CAPITALIZED MORTGAGE AMOUNT
VW,FIRST MORTGAGE MONTHLY PRINCIPAL AND INTEREST
VX,INTEREST AMOUNT PAID TO DATE
VY,MINIMUM TRANSFER
VZ,MAXIMUM TRANSFER
W,DEFICIENCY JUDGMENT FEES
W0,TRADE DEBTORS
W1,W-2
W2,W-2 WITH BONUSES
W3,W-2 WITH DEFERRED COMPENSATION
W4,W-2 WITHOUT BONUSES
W5,DEPOSIT SUB TOTAL
W6,DIRECT ROLLOVER
W7,DIRECT TRANSFER
W8,DISCOUNTED
W9,SECONDARY FINANCE
WA,MINIMUM DEPOSIT
WB,SUB-AGENCY COMPENSATION
WC,BUYERS AGENCY COMPENSATION
WD,VARIABLE RATE COMPENSATION
WE,COMPENSATION BONUS ON SALE OF PROPERTY
WF,VETERANS AFFAIRS LOAN GUARANTEE
WG,SECURITY TRADE AMOUNT
WH,"BALANCE OWING ALL OTHER LIENS, SUBJECT PROPERTY"
WI,OTHER FINANCING
WJ,DUAL AGENCY COMPENSATION
WK,PER WEEK LIMIT
WL,LENDER'S OPINION OF VALUE
WM,TOTAL ORIGINAL PRINCIPAL BALANCE
WN,OTHER AGENT COMPENSATION
WO,DOCK USAGE FEE
WP,POOL USAGE FEE
WQ,CLUBHOUSE FEE
WR,OPTIONAL SERVICE FEE
WS,OTHER ASSOCIATION FEES
WT,"PRINCIPAL, INTEREST, TAXES"
WU,"PRINCIPAL, INTEREST, TAXES AND INSURANCE"
WV,TOTAL POINTS PAID AT CLOSING
WW,AMOUNT THAT WOULD HAVE BEEN PAID IN THE ABSENCE OF CAPITATION
WX,POINTS PAID BY SELLER
WY,LOAN WITHDRAWAL
WZ,SEVERANCE PAY
X,DEFICIENCY JUDGMENT EXPENSES AND FEES
X0,TREBLE DAMAGES
X1,TRANSFER TO UNTAXED RESERVES
X2,REISSUED
X3,ROLLOVER AMOUNT
X4,ANNUAL RENTAL
X5,GROSS MONTHLY RENT
X6,SEP - SELF EMPLOYEE PENSION
X8,FUNDING AMOUNT
X9,TAX SHELTERED ANNUITY (403B TRANSFER)
XA,MAXIMUM AWARD FEE
XB,MATURITY VALUE
XC,EARNED WAGES
XD,BASE PERIOD WAGE
XE,WITHDRAWAL
XF,WITHDRAWAL INCEPTION TO DATE
XG,WITHDRAWAL LESS MARKET VALUE ADJUSTMENT
XH,WITHDRAWAL LESS SURRENDER
XI,WITHDRAWAL LESS TAXES
XJ,WITHDRAWAL YEAR TO DATE
XK,UNAVAILABLE RESERVES
XL,UNCALLED CAPITAL
XM,UNEMPLOYMENT CONTRIBUTION
XN,"UNLIMITED CAPITAL, MINIMUM FIXED"
XO,UNPAID CAPITAL
XP,UNSECURED LIABILITIES
XQ,VALUE ADDED TAX
XR,VALUE OF SHARES
XS,VEHICLES
XT,VOLUNTARY RESERVES
XU,WAGES
XV,WITHHOLDING
XW,ORIGINAL VALUE
XX,WORKING CAPITAL
XY,SALES PRICE PER DWELLING UNIT
XZ,SALES PRICE PER ROOM
Y,CURRENT LIST PRICE
Y0,SELF INSURANCE AMOUNT
Y1,YEAR TO DATE ELIGIBLE SALARY
Y2,TOTAL REAL ESTATE OWNED
Y3,TOTAL LIABILITIES
Y4,TOTAL LIABILITY MONTHLY PAYMENTS
Y5,TOTAL REAL ESTATE OWNED MARKET VALUE
Y6,TOTAL REAL ESTATE OWNED GROSS RENTAL INCOME
Y7,TOTAL REAL ESTATE OWNED MORTGAGES AND LIENS
Y8,TOTAL REAL ESTATE OWNED MORTGAGE PAYMENTS
Y9,TOTAL REAL ESTATE OWNED MISCELLANEOUS EXPENSES
YA,TOTAL REAL ESTATE OWNED NET RENTAL INCOME
YB,ACTUAL UNPAID PRINCIPAL BALANCE
YC,SCHEDULED UNPAID PRINCIPAL BALANCE
YD,PRINCIPAL DUE TO INVESTOR
YE,CONSTANT PRINCIPAL AND INTEREST
YF,OTHER FEE COLLECTION
YG,BEGINNING SCHEDULED UNPAID PRINCIPAL BALANCE
YH,TAX AND INSURANCE PRINCIPAL BALANCE
YI,NEW PRINCIPAL AND INTEREST
YJ,CURTAILMENT
YK,PREPAYMENT PENALTY
YL,PARTIAL ANNUITIZATION
YM,PARTIAL WITHDRAWAL
YN,POST TAX EQUITY AND FISCAL RESPONSIBILITY ACT (TEFRA) GAIN
YO,PRE TAX EQUITY AND FISCAL RESPONSIBILITY ACT (TEFRA) GAIN
YP,POLICY AMOUNT
YQ,PAYMENTS IN ADVANCE
YR,PAYMENTS IN ARREARS
YS,CANCELLED
YT,DENIED
YU,IN PROCESS
YV,REQUESTED
YW,PAID
YX,PAID FOR THIS FACILITY
YY,RETURNED
YZ,TOTAL AGGREGATE LIMIT
Z,LIST PRICE WHEN SOLD
Z0,INSERTION COST
Z1,REPACKAGING LABOR COST
Z2,REPACKAGING MATERIAL COST
Z3,UNIT COST OF DISCREPANT MATERIAL
Z4,LIQUIDATION PRINCIPAL
Z5,REMAINING POOL BALANCE
Z6,REMAINING SECURITY BALANCE
Z7,PROGRAM COST
Z8,OVERRIDE TO HANDLING FEE
Z9,PRODUCTION COST
ZA,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 1
ZB,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 2
ZC,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 3
ZD,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 4
ZE,FEDERAL MEDICARE OR MEDICAID CLAIM MANDATE - CATEGORY 5
ZF,FEDERAL PENSION MANDATE - CATEGORY 1
ZG,FEDERAL PENSION MANDATE - CATEGORY 2
ZH,FEDERAL PENSION MANDATE - CATEGORY 3
ZI,FEDERAL PENSION MANDATE - CATEGORY 4
ZJ,FEDERAL PENSION MANDATE - CATEGORY 5
ZK,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 1
ZL,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 2
ZM,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 3
ZN,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 4
ZO,FEDERAL MEDICARE OR MEDICAID PAYMENT MANDATE - CATEGORY 5
ZP,COUPON FACE VALUE
ZQ,INITIAL TARGET COST
ZR,INCREASE
ZS,DECREASE
ZT,PRORATED AMOUNT
ZU,LOAN CHARGE
ZV,MORTGAGE RECORDING FEE
ZW,DEED RECORDING FEE
ZX,RELEASE RECORDING FEE
ZY,ASSUMPTION
ZZ,MUTUALLY DEFINED
