Value,Description
MUI,MORNETPLUS USER IDENTIFICATION
MV,MIGRANT NUMBER
MW,MILITARY CALL NUMBER
MX,MATERIAL CHANGE NOTICE NUMBER
MY,MODEL YEAR NUMBER
MZ,MAINTENANCE REQUEST NUMBER
MZO,MULTIPLE ZONE ORDER NUMBER
N0,NOMINATION NUMBER
N1,LOCAL SCHOOL COURSE NUMBER
N2,LOCAL SCHOOL DISTRICT COURSE NUMBER
N3,STATEWIDE COURSE NUMBER
N4,"UNITED STATES DEPARTMENT OF EDUCATION, NATIONAL CENTER FOR EDUCAT"
N5,PROVIDER PLAN NETWORK IDENTIFICATION NUMBER
N6,PLAN NETWORK IDENTIFICATION NUMBER
N7,FACILITY NETWORK IDENTIFICATION NUMBER
N8,SECONDARY HEALTH INSURANCE IDENTIFICATION NUMBER
N9,DATA AUTHENTICATION NUMBER
NA,NORTH AMERICAN HAZARDOUS CLASSIFICATION NUMBER
NAS,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION FAR SUPPLEMENT (NFS
NB,LETTER OF CREDIT NUMBER
NC,SECONDARY COVERAGE COMPANY NUMBER
ND,LETTER OF CREDIT DRAFT NUMBER
NDA,ABBREVIATED NEW DRUG APPLICATION NUMBER
NDB,NEW DRUG APPLICATION NUMBER
NE,LEASE RIDER NUMBER
NF,NATIONAL ASSOCIATION OF INSURANCE COMMISSIONERS (NAIC) CODE
NFC,NATIONAL FLOOD INSURANCE PROGRAM COMMUNITY NAME
NFD,NATIONAL FLOOD INSURANCE PROGRAM COUNTY
NFM,NATIONAL FLOOD INSURANCE PROGRAM MAP NUMBER
NFN,NATIONAL FLOOD INSURANCE PROGRAM COMMUNITY NUMBER
NFS,NATIONAL FLOOD INSURANCE PROGRAM STATE
NG,NATURAL GAS POLICY ACT CATEGORY CODE
NH,RATE CARD NUMBER
NI,MILITARY STANDARD (MIL-STD) NUMBER
NJ,TECHNICAL DOCUMENT NUMBER
NK,PRIOR CASE
NL,TECHNICAL ORDER NUMBER
NM,DISCOUNTER REGISTRATION NUMBER
NMT,NOMINATION MODEL TYPE
NN,NONCONFORMANCE REPORT NUMBER
NO,NO OT5 AUTHORITY-ZERO MILEAGE RATE
NP,PARTIAL PAYMENT NUMBER
NQ,MEDICAID RECIPIENT IDENTIFICATION NUMBER
NR,PROGRESS PAYMENT NUMBER
NS,NATIONAL STOCK NUMBER
NT,ADMINISTRATOR'S REFERENCE NUMBER
NTP,NON-ORIGINATING THIRD PARTY NUMBER
NU,PENDING CASE
NW,ASSOCIATED POLICY NUMBER
NX,RELATED NONCONFORMANCE NUMBER
NY,AGENT CLAIM NUMBER
NZ,CRITICAL APPLICATION
O1,OUTER CONTINENTAL SHELF AREA CODE
O2,OUTER CONTINENTAL SHELF BLOCK NUMBER
O5,OT5 AUTHORITY-CONDITION OR RESTRICTION ON CAR HIRE RATE
O7,ON-LINE PROCUREMENT AND ACCOUNTING CONTROL (OPAC) TRANSACTION
O8,ORIGINAL FILING
O9,CONTINUATION FILING
OA,OUTLET NUMBER
OB,OCEAN BILL OF LADING
OC,OCEAN CONTAINER NUMBER
OD,ORIGINAL RETURN REQUEST REFERENCE NUMBER
OE,OPEN AND PREPAID STATION LIST NUMBER
OF,OPERATOR IDENTIFICATION NUMBER
OFF,OFFER IDENTIFIER
OG,TERMINATION FILING
OH,ORIGIN HOUSE
OI,ORIGINAL INVOICE NUMBER
OIC,OBJECT IDENTIFIER
OJ,AMENDMENT FILING
OK,OFFER GROUP
OL,ORIGINAL SHIPPER'S BILL OF LADING NUMBER
OM,OCEAN MANIFEST
ON,DEALER ORDER NUMBER
OOS,OUT OF SERVICE NUMBER
OP,ORIGINAL PURCHASE ORDER
OPE,NATIONAL CENTER FOR EDUCATION STATISTICS OFFICE OF POSTSECONDARY
OPF,NATIONAL CENTER FOR EDUCATION STATISTICS INTEGRATED POSTSECONDARY
OQ,ORDER NUMBER
OR,ORDER/PARAGRAPH NUMBER
OS,OUTBOUND-FROM PARTY
OT,SALES ALLOWANCE NUMBER
OU,TARIFF SUPPLEMENT NUMBER
OV,TARIFF SUFFIX NUMBER
OW,SERVICE ORDER NUMBER
OX,STATEMENT NUMBER
OZ,PRODUCT NUMBER
P1,PREVIOUS CONTRACT NUMBER
P2,PREVIOUS DRUG ENFORCEMENT ADMINISTRATION NUMBER
P3,PREVIOUS CUSTOMER REFERENCE NUMBER
P4,PROJECT CODE
P5,POSITION CODE
P6,PIPELINE NUMBER
P7,PRODUCT LINE NUMBER
P8,PICKUP REFERENCE NUMBER
P9,PAGE NUMBER
PA,PRICE AREA NUMBER
PAC,PATENT COOPERATION TREATY APPLICATION NUMBER
PAN,NONPROVISIONAL PATENT APPLICATION NUMBER
PAP,PROVISIONAL PATENT APPLICATION NUMBER
PB,"PAYER'S FINANCIAL INSTITUTION ACCOUNT NUMBER FOR CHECK, DRAFT, OR"
PC,PRODUCTION CODE
PCC,POOL CONTRACT CODE
PCN,PROTOCOL NUMBER
PD,PROMOTION/DEAL NUMBER
PDI,PARTIAL DENIAL INDICATOR
PDL,PREVIOUS DRIVER'S LICENSE
PDR,PARTIAL DENIAL REASON IDENTIFIER
PE,PLANT NUMBER
PF,PRIME CONTRACTOR CONTRACT NUMBER
PG,PRODUCT GROUP
PGC,PACKING GROUP CODE
PGD,DOWNSTREAM PACKAGE IDENTIFIER
PGN,PLUG NUMBER
PGS,PROPOSED GROUP WORK CANDIDATE SEQUENCE NUMBER
PH,PRIORITY RATING
PHC,PROCESS HANDLING CODE
PHY,PHYSICIAN STATE LICENSE NUMBER
PI,PRICE LIST CHANGE OR ISSUE NUMBER
PID,PROGRAM IDENTIFICATION NUMBER
PIN,PLATFORM IDENTIFICATION NUMBER
PJ,PACKER NUMBER
PJC,PREVIOUS REPORT NUMBER
PK,PACKING LIST NUMBER
PKG,PACKAGE IDENTIFIER
PKU,UPSTREAM PACKAGE IDENTIFIER
PL,PRICE LIST NUMBER
PLA,PRODUCT LICENSING AGREEMENT NUMBER
PLN,PROPOSED CONTRACT NUMBER
PM,PART NUMBER
PMN,PREMARKET APPLICATION NUMBER
PN,PERMIT NUMBER
PNN,PATENT NUMBER
PO,PURCHASE ORDER NUMBER
POL,POLICY NUMBER
POS,POSITION TITLE NUMBER
PP,PURCHASE ORDER REVISION NUMBER
PPJ,CERTIFICATE OF PURCHASE NUMBER
PPK,TAX BILL IDENTIFICATION NUMBER
PPL,CURRENT YEAR TAX BILL NUMBER
PPM,PAST YEAR TAX BILL NUMBER
PPN,PAYMENT PLAN NUMBER
PQ,PAYEE IDENTIFICATION
PR,PRICE QUOTE NUMBER
PRS,PREVIOUSLY REPORTED SOCIAL SECURITY NUMBER
PRT,PRODUCT TYPE
PS,PURCHASE ORDER NUMBER SUFFIX
PSI,PREVIOUS SHIPMENT IDENTIFICATION NUMBER - CONTINUOUS MOVE
PSL,NEXT SHIPMENT IDENTIFICATION NUMBER - CONTINUOUS MOVE
PSM,CREDIT CARD
PSN,PROPOSED SEQUENCE NUMBER
PT,PURCHASE OPTION AGREEMENT
PTC,PATENT TYPE
PU,PREVIOUS BILL OF LADING NUMBER
PUA,PICKUP APPOINTMENT NUMBER
PV,PRODUCT CHANGE INFORMATION NUMBER
PVC,PAYMENT VALIDATION CODE
PW,PRIOR PURCHASE ORDER NUMBER
PWC,PRELIMINARY WORK CANDIDATE NUMBER
PWS,PROPOSED WORK CANDIDATE SEQUENCE NUMBER
PX,PREVIOUS INVOICE NUMBER
PXC,HEALTH CARE PROVIDER TAXONOMY CODE
PY,"PAYEE'S FINANCIAL INSTITUTION ACCOUNT NUMBER FOR CHECK, DRAFT OR"
PYA,PAYROLL ACTIVITY CODE
PYR,PAY RANGE
PZ,PRODUCT CHANGE NOTICE NUMBER
Q1,QUOTE NUMBER
Q2,STARTING PACKAGE NUMBER
Q3,ENDING PACKAGE NUMBER
Q4,PRIOR IDENTIFIER NUMBER
Q5,PROPERTY CONTROL NUMBER
Q6,RECALL NUMBER
Q7,RECEIVER CLAIM NUMBER
Q8,REGISTRATION NUMBER
Q9,REPAIR ORDER NUMBER
QA,PRESS IDENTIFIER
QB,PRESS FORM IDENTIFIER
QC,PRODUCT SPECIFICATION DOCUMENT NUMBER
QD,REPLACEMENT DRUG ENFORCEMENT ADMINISTRATION NUMBER
QE,REPLACEMENT CUSTOMER REFERENCE NUMBER
QF,QUALITY DISPOSITION AREA IDENTIFIER
QG,REPLACEMENT ASSEMBLY MODEL NUMBER
QH,REPLACEMENT ASSEMBLY SERIAL NUMBER
QI,QUALITY INSPECTION AREA IDENTIFIER
QJ,RETURN MATERIAL AUTHORIZATION NUMBER
QK,SALES PROGRAM NUMBER
QL,SERVICE AUTHORIZATION NUMBER
QM,QUALITY REVIEW MATERIAL CRIB IDENTIFIER
QN,STOP SEQUENCE NUMBER
QO,SERVICE ESTIMATE NUMBER
QP,SUBSTITUTE PART NUMBER
QQ,UNIT NUMBER
QR,QUALITY REPORT NUMBER
QS,WARRANTY COVERAGE CODE
QT,WARRANTY REGISTRATION NUMBER
QU,CHANGE VERIFICATION PROCEDURE CODE
QV,MAJOR SYSTEM AFFECTED CODE
QW,NEW PART NUMBER
QX,OLD PART NUMBER
QY,SERVICE PERFORMED CODE
QZ,REFERENCE DRAWING NUMBER
R0,REGIRISTO FEDERAL DE CONTRIBUYENTES (MEXICAN FEDERAL TAX ID NUMBE
R1,CURRENT REVISION NUMBER
R2,CANCELED REVISION NUMBER
R3,CORRECTION NUMBER
R4,TARIFF SECTION NUMBER
R5,TARIFF PAGE NUMBER
R6,TARIFF RULE NUMBER
R7,ACCOUNTS RECEIVABLE OPEN ITEM
R8,RENTAL AGREEMENT NUMBER
R9,REJECTION NUMBER
RA,REPETITIVE CARGO SHIPMENT NUMBER
RAA,RESTRICTED AVAILABILITY AUTHORIZATION
RAN,RESTRICTED AVAILABILITY NUMBER
RB,RATE CODE NUMBER
RC,RAIL ROUTING CODE
RD,REEL NUMBER
RE,RELEASE NUMBER
REC,RELATED CASE
RF,EXPORT REFERENCE NUMBER
RG,ROUTE ORDER NUMBER-DOMESTIC
RGI,REGULATORY GUIDELINE IDENTIFIER
RH,ROUTE ORDER NUMBER-EXPORT
RI,RELEASE INVOICE NUMBER FOR PRIOR BILL AND HOLD
RIG,RIG NUMBER
RJ,ROUTE ORDER NUMBER-EMERGENCY
RK,RACK TYPE NUMBER
RL,RESERVE ASSEMBLY LINE FEED LOCATION
RLI,ROLE IDENTIFICATION NUMBER
RM,RAW MATERIAL SUPPLIER DUN & BRADSTREET NUMBER
RN,RUN NUMBER
RO,REPETITIVE BOOKING NUMBER
RP,REPETITIVE PATTERN CODE
RPP,RELATIVE PRIORITY
RPS,REGULATION PRIMARY NUMBER
RPT,REPORT NUMBER
RQ,PURCHASE REQUISITION NUMBER
RR,"PAYER'S FINANCIAL INSTITUTION TRANSIT ROUTING NUMBER FOR CHECK, D"
RRC,ROUTING REQUEST CONTROL NUMBER
RRS,RECONCILIATION REPORT SECTION IDENTIFICATION CODE
RS,RETURNABLE CONTAINER SERIAL NUMBER
RSN,RESERVATION NUMBER
RSS,REGULATION SECONDARY NUMBER
RT,"PAYEE'S FINANCIAL INSTITUTION TRANSIT ROUTING NUMBER FOR CHECK, D"
RU,ROUTE NUMBER
RV,RECEIVING NUMBER
RW,"REPETITIVE WAYBILL CODE (ORIGIN CARRIER, STANDARD POINT LOCATION"
RWK,REPORTING WEEK
RX,RESUBMIT NUMBER
RY,REBATE NUMBER
RZ,RETURNED GOODS AUTHORIZATION NUMBER
S0,SPECIAL APPROVAL
S1,ENGINEERING SPECIFICATION NUMBER
S2,DATA SOURCE
S3,SPECIFICATION NUMBER
S4,SHIPPERS BOND NUMBER
S5,ROUTING INSTRUCTION NUMBER
S6,STOCK NUMBER
S7,STACK TRAIN IDENTIFICATION
S8,SEAL OFF NUMBER
S9,SEAL ON NUMBER
SA,SALESPERSON
SAL,SALARY STEP
SB,SALES REGION NUMBER
SBN,SURETY BOND NUMBER
SC,SHIPPER CAR ORDER NUMBER
SCA,STANDARD CARRIER ALPHA CODE (SCAC)
SCN,SCALE NUMBER
SD,SUBDAY NUMBER
SDT,SCHOOL DISTRICT TYPE CODE
SE,SERIAL NUMBER
SEK,SEARCH KEY
SES,SESSION
SF,SHIP FROM
SG,SAVINGS
SH,SENDER DEFINED CLAUSE
SHL,SHELF LIFE INDICATOR
SI,SHIPPER'S IDENTIFYING NUMBER FOR SHIPMENT (SID)
SII,SALVAGE INSTRUCTION IDENTIFIER
SJ,SET NUMBER
SK,SERVICE CHANGE NUMBER
SL,SALES/TERRITORY CODE
SM,SALES OFFICE NUMBER
SMC,SETTLEMENT METHOD CODE
SMT,STATE OF MASSACHUSETTS TOWN CODE
SN,SEAL NUMBER
SNH,"SNOMED, SYSTEMATIZED NOMENCLATURE OF MEDICINE"
SNP,US CUSTOMS & BORDER PROTECTION SECOND NOTIFY PARTY
SNV,STATE NON-RESIDENT VIOLATOR COMPACT
SO,SHIPPER'S ORDER (INVOICE NUMBER)
SP,SCAN LINE
SPL,STANDARD POINT LOCATION CODE (SPLC)
SPN,THEATER SCREEN NUMBER
SQ,CONTAINER SEQUENCE NUMBER
SR,SALES RESPONSIBILITY
SS,SPLIT SHIPMENT NUMBER
SST,SCHOOL SYSTEM TYPE CODE
ST,STORE NUMBER
STB,STANDARD TRANSPORTATION COMMODITY CODE (STCC) BRIDGE NUMBER
STR,STANDARD TRANSPORTATION COMMODITY CODE (STCC) REPLACEMENT CODE
STS,SERVICEABILITY STANDARD TESTING REFERENCE
SU,SPECIAL PROCESSING CODE
SUB,TITLE REFERENCE
SUC,SUPERVISORY UNION CODE
SUO,SPACING UNIT ORDER NUMBER
SV,SERVICE CHARGE NUMBER
SW,SELLER'S SALE NUMBER
SX,SERVICE INTERRUPT TRACKING NUMBER
SY,SOCIAL SECURITY NUMBER
SZ,SPECIFICATION REVISION
T0,DEALER TYPE IDENTIFICATION
T1,TAX EXCHANGE CODE
T2,TAX FORM CODE
T3,TAX SCHEDULE CODE
T4,SIGNAL CODE
T5,TRAILER USE AGREEMENTS
T6,TAX FILING
T7,AFFECTED SUBSYSTEM CODE
T8,DESCRIPTION OF CHANGE CODE
T9,DOCUMENTATION AFFECTED NUMBER
TA,TELECOMMUNICATION CIRCUIT SUPPLEMENTAL ID
TB,TRUCKER'S BILL OF LADING
TC,VENDOR TERMS
TD,REASON FOR CHANGE
TDT,TECHNICAL DOCUMENTATION TYPE
TE,FEDERAL MARITIME COMMISSION (FMC) TARIFF NUMBER
TF,TRANSFER NUMBER
TFC,TIME FAILURE
TG,TRANSPORTATION CONTROL NUMBER (TCN)
TH,TRANSPORTATION ACCOUNT CODE (TAC)
TI,TIR NUMBER
TIP,TECHNICAL INFORMATION PACKAGE
TJ,FEDERAL TAXPAYER'S IDENTIFICATION NUMBER
TK,TANK NUMBER
TL,TAX LICENSE EXEMPTION
TM,TRAVEL MANIFEST (ACI OR OTR)
TN,TRANSACTION REFERENCE NUMBER
TO,TERMINAL OPERATOR NUMBER
TOC,TYPE OF COMMENT
TP,TEST SPECIFICATION NUMBER
TPN,TRANSPONDER NUMBER
TQ,TRACER ACTION REQUEST NUMBER
TR,GOVERNMENT TRANSPORTATION REQUEST
TS,TARIFF NUMBER
TSN,TEMPLATE SEQUENCE NUMBER
TT,TERMINAL CODE
TU,TRIAL LOCATION CODE
TV,LINE OF BUSINESS
TW,TAX WORKSHEET
TX,TAX EXEMPT NUMBER
TY,POLICY TYPE
TZ,TOTAL CYCLE NUMBER
U0,CONSOLIDATOR'S RECEIPT NUMBER
U1,REGIONAL ACCOUNT NUMBER
U2,TERM
U3,UNIQUE SUPPLIER IDENTIFICATION NUMBER (USIN)
U4,UNPAID INSTALLMENT REFERENCE NUMBER
U5,SUCCESSOR ACCOUNT
U6,PREDECESSOR ACCOUNT
U8,MORTGAGE BACKED SECURITY (MBS) LOAN NUMBER
U9,MORTGAGE BACKED SECURITY (MBS) POOL NUMBER
UA,MORTGAGE NUMBER
UB,UNACCEPTABLE SOURCE PURCHASER ID
UC,MORTGAGE INSURANCE INDICATOR NUMBER
UCB,EAN.UCC BILL OF LADING NUMBER (17 DIGITS)
UCM,EAN.UCC MASTER BILL OF LADING NUMBER (17 DIGITS)
UD,UNACCEPTABLE SOURCE DUNS NUMBER
UE,SECONDARY COVERAGE CERTIFICATE NUMBER
UF,MORTGAGE INSURANCE COMPANY NUMBER
UG,U.S. GOVERNMENT TRANSPORTATION CONTROL NUMBER
UH,REMOVAL NUMBER
UI,PREVIOUS COURSE NUMBER
UIC,UNIT IDENTIFICATION CODE (UIC)
UJ,CURRENT OR LATEST COURSE NUMBER
UK,EQUIVALENT COURSE NUMBER AT REQUESTING INSTITUTION
UL,CROSS-LISTED COURSE NUMBER
UM,QUARTER QUARTER SECTION NUMBER
UN,UNITED NATIONS HAZARDOUS CLASSIFICATION NUMBER
UO,QUARTER QUARTER SPOT NUMBER
UP,UPSTREAM SHIPPER CONTRACT NUMBER
UQ,SECTION NUMBER
UR,UNIT RELIEF NUMBER
URL,UNIFORM RESOURCE LOCATOR
URP,UNIT REPORT PERIOD
URQ,UNIT REPORT PERIOD ID
US,UNACCEPTABLE SOURCE SUPPLIER ID
UT,UNIT TRAIN
UU,TOWNSHIP NUMBER
UV,RANGE NUMBER
UW,STATE SENATE DISTRICT
UX,STATE ASSEMBLY DISTRICT
UY,FEDERAL NATIONAL MORTGAGE ASSOCIATION (FANNIE MAE) LOAN NUMBER
UZ,STATE LEGISLATIVE DISTRICT
V0,VERSION
V1,VOLUME PURCHASE AGREEMENT NUMBER
V2,VISA TYPE
V3,VOYAGE NUMBER
V4,STATE DEPARTMENT I-20 FORM NUMBER
V5,STATE DEPARTMENT IAP-66 FORM NUMBER
V6,NORTH AMERICAN FREE TRADE AGREEMENT (NAFTA) COMPLIANCE NUMBER
V7,JUDICIAL DISTRICT
V8,INSTITUTION NUMBER
V9,SUBSERVICER
VA,VESSEL AGENT NUMBER
VAO,VETERANS ADMINISTRATION ORIGINATOR IDENTIFICATION
VB,DEPARTMENT OF VETERANS AFFAIRS ACQUISITION REGULATIONS (VAAR)
VC,VENDOR CONTRACT NUMBER
VD,VOLUME NUMBER
VE,VENDOR ABBREVIATION CODE
VF,VENDOR CHANGE IDENTIFICATION CODE
VG,VENDOR CHANGE PROCEDURE CODE
VGS,VEHICLE GARAGED STATE CODE
VH,COUNTY LEGISLATIVE DISTRICT
VI,POOL NUMBER
VJ,INVESTOR NOTE HOLDER IDENTIFICATION
VK,INSTITUTION NOTE HOLDER IDENTIFICATION
VL,THIRD PARTY NOTE HOLDER IDENTIFICATION
VM,WARD
VN,VENDOR ORDER NUMBER
VO,INSTITUTION LOAN NUMBER
VP,VENDOR PRODUCT NUMBER
VQ,RELATED CONTRACT LINE ITEM NUMBER
VR,VENDOR ID NUMBER
VS,VENDOR ORDER NUMBER SUFFIX
VT,MOTOR VEHICLE ID NUMBER
VU,PREPARER'S VERIFICATION NUMBER
VV,VOUCHER
VW,STANDARD
VX,VALUE-ADDED TAX REGISTRATION NUMBER (EUROPE)
VY,LINK SEQUENCE NUMBER
VZ,SPONSOR'S REFERENCE NUMBER
W1,DISPOSAL TURN-IN DOCUMENT NUMBER
W2,WEAPON SYSTEM NUMBER
W3,MANUFACTURING DIRECTIVE NUMBER
W4,PROCUREMENT REQUEST NUMBER
W5,INSPECTOR IDENTIFICATION NUMBER
W6,FEDERAL SUPPLY SCHEDULE NUMBER
W7,COMMERCIAL AND GOVERNMENT ENTITY (CAGE) CODE
W8,SUFFIX
W9,SPECIAL PACKAGING INSTRUCTION NUMBER
WA,LABOR OR AFFILIATION IDENTIFICATION
WB,AMERICAN PETROLEUM INSTITUTE (API) WELL
WC,CONTRACT OPTION NUMBER
WCS,WORK CANDIDATE SEQUENCE NUMBER
WD,REVIEW PERIOD NUMBER
WDR,WITHDRAWAL RECORD
WE,WELL CLASSIFICATION CODE
WF,LOCALLY ASSIGNED CONTROL NUMBER
WG,VENDOR'S PREVIOUS JOB NUMBER
WH,MASTER REFERENCE (LINK) NUMBER
WI,WAIVER
WJ,PRE-AWARD SURVEY
WK,TYPE OF SCIENCE CODE
WL,FEDERAL SUPPLY CLASSIFICATION CODE
WM,WEIGHT AGREEMENT NUMBER
WN,WELL NUMBER
WO,WORK ORDER NUMBER
WP,WAREHOUSE PICK TICKET NUMBER
WQ,INTERIM FUNDING ORGANIZATION LOAN NUMBER
WR,WAREHOUSE RECEIPT NUMBER
WS,WAREHOUSE STORAGE LOCATION NUMBER
WT,BROKER'S REFERENCE NUMBER
WU,VESSEL
WV,DEALER IDENTIFICATION
WW,DEPOSITORY TRUST COMPANY IDENTIFICATION
WX,DISTRIBUTOR'S ACCOUNT IDENTIFICATION
WY,WAYBILL NUMBER
WZ,DISTRIBUTOR'S REPRESENTATIVE IDENTIFICATION
X0,DEBTOR'S ACCOUNT
X1,PROVIDER CLAIM NUMBER
X2,SPECIFICATION CLASS NUMBER
X3,DEFECT CODE NUMBER
X4,CLINICAL LABORATORY IMPROVEMENT AMENDMENT NUMBER
X5,STATE INDUSTRIAL ACCIDENT PROVIDER NUMBER
X6,ORIGINAL VOUCHER NUMBER
X7,BATCH SEQUENCE NUMBER
X8,SECONDARY SUFFIX CODE INDICATOR
X9,INTERNAL CONTROL NUMBER
XA,SUBSTITUTE NATIONAL STOCK NUMBER
XB,SUBSTITUTE MANUFACTURER'S PART NUMBER
XC,CARGO CONTROL NUMBER
XD,SUBSISTENCE IDENTIFICATION NUMBER
XE,TRANSPORTATION PRIORITY NUMBER
XF,GOVERNMENT BILL OF LADING OFFICE CODE
XG,AIRLINE TICKET NUMBER
XH,CONTRACT AUDITOR ID NUMBER
XI,FEDERAL HOME LOAN MORTGAGE CORPORATION LOAN NUMBER
XJ,FEDERAL HOME LOAN MORTGAGE CORPORATION DEFAULT/FORECLOSURE SPECIA
XK,MORTGAGEE LOAN NUMBER
XL,INSURED'S LOAN NUMBER
XM,ISSUER NUMBER
XN,TITLE XIX IDENTIFIER NUMBER
XO,SAMPLE NUMBER
XP,PREVIOUS CARGO CONTROL NUMBER
XQ,PIER NUMBER
XR,RAILROAD COMMISSION RECORD NUMBER
XS,GAS ANALYSIS SOURCE METER NUMBER
XT,TOXICOLOGY ID
XU,UNIVERSAL TRANSVERSE MERCATOR - NORTH
XV,UNIVERSAL TRANSVERSE MERCATOR - EAST
XW,UNIVERSAL TRANSVERSE MERCATOR - ZONE
XX,RATING PERIOD
XX1,SPECIAL PROGRAM CODE
XX2,SERVICE AREA CODE
XX3,FUNCTION CODE
XX4,OBJECT CODE
XX5,ORGANIZATION CODE
XX6,SUBJECT AREA CODE
XX7,SCHEDULE TYPE CODE
XX8,ALTERNATING SCHEDULE IDENTIFIER CODE
XY,OTHER UNLISTED TYPE OF REFERENCE NUMBER
XZ,PHARMACY PRESCRIPTION NUMBER
Y0,DEBTOR
Y1,CLAIM ADMINISTRATOR CLAIM NUMBER
Y2,THIRD-PARTY ADMINISTRATOR CLAIM NUMBER
Y3,CONTRACT HOLDER CLAIM NUMBER
Y4,AGENCY CLAIM NUMBER
Y5,DELIVERY TRAILER MANIFEST
Y6,SORT AND SEGREGATE
Y8,USER ID
Y9,CURRENT CERTIFICATE NUMBER
YA,PRIOR CERTIFICATE NUMBER
YB,REVISION NUMBER
YC,TRACT
YD,BUYER IDENTIFICATION
YE,RAILROAD COMMISSION OIL NUMBER
YF,LESSEE IDENTIFICATION
YH,OPERATOR ASSIGNED UNIT NUMBER
YI,REFINER IDENTIFICATION
YJ,REVENUE SOURCE
YK,RENT PAYOR IDENTIFICATION
YL,ALLOWANCE RECIPIENT IDENTIFICATION
YM,RESOURCE SCREENING REFERENCE
YN,RECEIVER ID QUALIFIER
YO,FORMATION
YP,SELLING ARRANGEMENT
YQ,MINIMUM ROYALTY PAYOR IDENTIFICATION
YR,OPERATOR LEASE NUMBER
YS,YARD POSITION
YT,REPORTER IDENTIFICATION
YV,PARTICIPATING AREA
YW,ENGINEERING CHANGE PROPOSAL
YX,GEOGRAPHIC SCORE
YY,GEOGRAPHIC KEY
YZ,GEOGRAPHIC INDEX
Z1,SAFETY OF SHIP CERTIFICATE
Z2,SAFETY OF RADIO CERTIFICATE
Z3,SAFETY EQUIPMENT CERTIFICATE
Z4,CIVIL LIABILITIES OF OIL CERTIFICATE
Z5,LOAD LINE CERTIFICATE
Z6,DERAT CERTIFICATE
Z7,MARITIME DECLARATION OF HEALTH
Z8,FEDERAL HOUSING ADMINISTRATION CASE NUMBER
Z9,VETERANS AFFAIRS CASE NUMBER
ZA,SUPPLIER
ZB,ULTIMATE CONSIGNEE
ZC,CONNECTING CARRIER
ZD,FAMILY MEMBER IDENTIFICATION
ZE,COAL AUTHORITY NUMBER
ZG,SALES REPRESENTATIVE ORDER NUMBER
ZH,CARRIER ASSIGNED REFERENCE NUMBER
ZI,REFERENCE VERSION NUMBER
ZJ,UNIVERSAL RAILROAD REVENUE WAYBILL IDENTIFIED NUMBER (URRWIN)
ZK,DUPLICATE WAYBILL IN ROUTE
ZL,DUPLICATE WAYBILL NOT IN ROUTE
ZM,MANUFACTURER NUMBER
ZN,AGENCY CASE NUMBER
ZO,MAKEGOOD COMMERCIAL LINE NUMBER
ZP,SPOUSE TIE
ZQ,NON-SPOUSE TIE
ZR,SUPPLIER (REPLACEMENT)
ZS,SOFTWARE APPLICATION NUMBER
ZT,MILLING IN TRANSIT
ZTS,"ZONE, TRACK, SPOT NUMBER (ZTS)"
ZU,FIELD
ZV,BLOCK
ZW,AREA
ZX,COUNTY CODE
ZY,REFERENCED PATTERN IDENTIFICATION
ZZ,MUTUALLY DEFINED
