Value,Description
TX,OTHER MISCELLANEOUS ADVERSE CHARACTERISTICS
TY,SUBJECT PROPERTY'S STREET IS PUBLIC
TZ,SUBJECT PROPERTY'S SEWAGE TREATMENT IS PUBLIC
U0,DISABILITY
U1,MINIMAL CHANGE
U2,NEAT APPEARANCE
U3,NET WORTH COMPUTED AFTER EXEMPTIONS
U4,NET WORTH CONSIDERABLY HIGHER
U5,NET WORTH HIGHER
U6,NO EMPLOYEES
U7,NO EMPLOYEES - BUSINESS MANAGED BY OWNER
U8,NO EMPLOYEES - BUSINESS MANAGED BY PARTNERS
U9,NOT OUT OF BUSINESS
UA,"UNINSURABLE, 1316 PROPERTY"
UB,CONDUCTED AT A PROFIT
UC,CONTINGENT DEBT INDICATED
UD,CONTINUE
UE,CONTRACTS OBTAINED BY BID
UF,CONTRACTS OBTAINED BY NEGOTIATION
UG,CONVERTED TO HOLDING COMPANY
UH,CROSS CLAIM FILED
UI,DECLINING TENDENCY
UJ,"DETRIMENTAL EVENTS IN PAST, RELATING TO BUSINESS"
UK,"DETRIMENTAL EVENTS IN PAST, RELATING TO MANAGEMENT"
UL,DOWN OR DECLINE OR DECREASED
UM,EMPLOYEES INCLUDE OFFICERS
UN,UNCOOPERATIVE
UO,EMPLOYEES INCLUDE OWNERS
UP,EMPLOYEES INCLUDE PARTNERS
UQ,EMPLOYEES INCLUDE TEMPORARY WORKERS
UR,EMPLOYEES VARY ACCORDING TO NEEDS
US,ENCLOSED
UT,UP AS TOLERATED
UU,"EXTENT OF AUDIT, IF ANY, NOT INDICATED"
UV,FAVORABLE PERSONAL REPUTATION
UW,FIGURES ARE ABBREVIATED
UX,FIGURES ARE CONVERTED TO AGENCY FORMAT
UY,FIGURES ARE INDIVIDUAL
UZ,FIGURES ARE RESTATED
V0,ULTIMATE PARENT COMPANY FINANCIAL STATEMENT USED
V1,VALID BORROWER ADDRESS OR PHONE ATTEMPT WITH SCHOOL ATTENDED
V2,LENDER DETERMINED BORROWER MOVED OUT OF STATE
V3,LENDER DETERMINED BORROWER MOVED BACK INTO STATE
V4,LENDER DETERMINED BORROWER INCARCERATED
V5,LENDER DETERMINED BORROWER NO LONGER INCARCERATED
V6,ORIGINAL
V7,TRUE AND EXACT COPY
V8,SUBJECT PROPERTY'S WATER SOURCE IS PUBLIC
V9,PICTURES REQUIRED
VA,INTERCOMPANY RELATIONS EXIST
VB,INVENTORY VALUED AT LOWER OF COST OR MARKET
VC,INVENTORY VALUED AT OTHER METHODS
VD,OPERATES AS SOLE AGENT
VE,WITHOUT PERSONAL JUDGMENT
VF,WORK IS SUBCONTRACTED
VG,NOT REGISTERED
VH,IMMEDIATE ATTENTION REQUIRED
VI,VEHICLE INSPECTION REPORT COMPLETED
VJ,MIDDLE TO MEDIUM
VK,RENT CONTROL LIKELY
VL,FURNISHED
VM,PRICE RANGE SINGLE FAMILY OR PLANNED UNIT DEVELOPMENT NOT APPLICA
VN,PRICE RANGE CONDOMINIUM NOT APPLICABLE
VO,PRICE RANGE TWO TO FOUR FAMILY NOT APPLICABLE
VP,FINANCIAL FIGURES ARE PROJECTED BASED ON SALES
VQ,FINANCIAL FIGURES ARE PROJECTED BASED ON EMPLOYEES
VR,PARENT COMPANY HAS BANKRUPTCY
VS,HEADQUARTERS HAS BANKRUPTCY
VT,COMMERCIAL MOTOR VEHICLE WAS INVOLVED IN THIS CONVICTION
VTL,VEHICLE WAS DECLARED A TOTAL LOSS
VU,COMMERCIAL MOTOR VEHICLE WAS CARRYING HAZARDOUS MATERIALS WHEN TH
VV,PREPARED FROM INTERNAL BOOK FIGURES
VW,QUANTITY DECLINED
VX,QUANTITY DETAILS UNKNOWN
VY,WAS TAX PAID WHEN PURCHASED BY SELLER?
VZ,WAS ITEM DEPRECIABLE?
W0,STATEMENT IS ON A TRADING TRUST
W1,NEW REGISTRATION
W2,MAILING ADDRESS CHANGE
W3,RESIDENCE ADDRESS CHANGE
W4,NAME CHANGE
W5,PARTY ENROLLMENT CHANGE
W6,NEEDS ABSENTEE BALLOT
W7,WOULD LIKE TO BE ELECTION DAY WORKER
W8,DUPLICATE REGISTRATION
W9,FORWARDED APPLICATION
WA,WALKER REQUIRED
WB,WATER ON
WC,APPLICATION INCOMPLETE
WD,VEHICLE PLATE SURRENDERED
WE,WRITTEN NOTICE TO NOTE HOLDER
WF,WRITTEN NOTICE TO BORROWER
WG,WITHIN SPECIFIED TIME PERIOD
WH,WITHIN SPECIFIED RANGE
WI,INJURY WAS WORK RELATED
WJ,DEALER PRICING AUTHORIZATION
WK,SUMMARY LEVEL INFORMATION
WL,DETAIL LEVEL INFORMATION
WM,NON-OCCUPANT CO-BORROWER
WN,UNIT IS A STUDIO (EFFICIENCY)
WO,EQUIPMENT IN WORKING ORDER
WP,TO BE WATCHED
WQ,UNDETERMINED OUT OF BUSINESS STATUS
WR,WHEELCHAIR REQUIRED
WS,BALANCE SHEET FILED
WT,WINTERIZED TAG OBSERVED
WU,MATERIAL SAFETY DATA SHEET
WV,ACCEPTS CREDIT CARDS
WW,ALL PURCHASES MADE FROM HEADQUARTERS
WX,BUSY
WY,EXCESSIVE
WZ,FAIRLY NEW
X0,NO EMPLOYEES - BUSINESS MANAGED BY DIRECTOR(S)
X1,GROSS WEEKLY AMOUNT IS ESTIMATED
X2,WAITING PERIOD DISABILITY DAYS ARE NON-CONSECUTIVE
X3,REPORT DEPICTS MOST RECENT DATA - INTERIM PERIOD(S) OMITTED
X4,PERMANENT IMPAIRMENT PAID AT MINIMUM
X5,EMPLOYEE'S DEATH IS A RESULT OF WORK INJURY OR ILLNESS
X6,EMPLOYEE'S WRITTEN SOCIAL SECURITY NUMBER RELEASE IS ON FILE
X7,EMPLOYEE'S MEDICAL RECORDS RELEASE AUTHORIZATION IS ON FILE
X8,EMPLOYEE RETURNED TO WORK WITH PRE-INJURY EMPLOYER
X9,"""CAFE"" PLAN IN EFFECT"
XA,FIGURES ARE AVERAGE
XB,IMPORTS
XC,IN PROCESS OF ESTABLISHING
XD,INTERCOMPANY RELATIONS CONSIST OF ENDORSEMENTS
XE,INTERCOMPANY RELATIONS CONSIST OF GUARANTEES
XF,INTERCOMPANY RELATIONS CONSIST OF LEASING ARRANGEMENTS
XG,INTERCOMPANY RELATIONS CONSIST OF SHARING ACCOUNTING
XH,INTERCOMPANY RELATIONS CONSIST OF SHARING FACILITIES
XI,INTERCOMPANY RELATIONS CONSIST OF SHARING MANAGEMENT
XJ,INTERCOMPANY RELATIONS CONSIST OF SHARING PERSONNEL
XK,INTEREST IN OTHER BUSINESS(ES) ALONG WITH FAMILY
XL,INTEREST IN OTHER BUSINESS(ES) ALONG WITH OTHERS IN REPORTED COMP
XM,INVENTORY VALUED AT COMPANY'S ESTIMATES
XN,INVENTORY VALUED AT COST
XO,INVENTORY VALUED USING AVCO (AVERAGE COST)
XP,JOINT OWNERSHIP
XQ,LEASES WITH NO RENT PAYMENTS
XR,LEASES WITH OPTION TO BUY
XS,LEASES WITH TOKEN PAYMENT
XT,LIMITED
XU,LOCATED FOR SEVERAL YEARS
XV,LOCATED SINCE OPENING
XW,MODERN
XX,NON-EXISTENT
XY,OFFICER OR OWNER IN OTHER BUSINESSES IN THE SAME FIELD
XZ,OPERATES AS A DISTRIBUTOR FOR OTHERS
Y0,INSURED COOPERATIVE
Y1,WORKED IN INDUSTRY FOR SEVERAL YEARS
Y2,AIRCRAFT OPERATION
Y3,ALL CLASSIFICATIONS ON POLICY ACCOUNTED FOR
Y4,BOARD PROVIDED
Y5,CASUAL LABOR
Y6,CERTIFICATES ON FILE FOR ALL SUBCONTRACTORS
Y7,COMMISSIONS PAID
Y8,CONDITION OR TYPE OF RECORDS CAUSE ADDITIONAL AUDIT TIME
Y9,DOMESTIC WORKERS EMPLOYED
YA,OPERATES FROM RESIDENCE
YB,OPERATES UNDER LICENSE BY OTHERS
YC,RENTS FROM MONTH TO MONTH
YD,SEMI-MODERN
YE,UNDER CONSTRUCTION
YF,UNLIMITED
YG,USED
YH,VARIABLE
YI,HOLDER IS A SUBSIDIARY OF REPORTING AGENT
YJ,CONTACT IS UNCHANGED FROM PREVIOUS REPORT
YK,REPORT WAS FILED LAST YEAR BY THIS AGENT
YL,PARTY IS AUTHORIZED TO DO BUSINESS IN THIS STATE
YM,CLEAR DECREASE
YN,EMPLOYEES TEMPORARILY LAID OFF
YO,ESTABLISHED IN THE INDUSTRY
YP,GLOBAL BUSINESS
YQ,INFORMATION TO BE FOLLOWED UP
YR,KNOWN DETAILS ARE LISTED
YS,LAND IS RENTED
YT,LOW
YU,PRIME COMMERCIAL AREA
YV,SHARES WITH AFFILIATED COMPANY(IES)
YW,SLIGHTLY HIGHER
YX,SLIGHTLY LOWER
YY,STAGNANT
YZ,TERRITORY INFORMATION IS AVAILABLE
Z0,SUBCONTRACTORS USED
Z1,INSURED IS A SUBCONTRACTOR
Z2,INSURED HAS MULTIPLE ENTRIES
Z3,INSURED HAS RETAIL OPERATIONS
Z4,INSURED REQUESTED DIVISION OF PAYROLL OF EMPLOYEE(S)
Z5,OWNER OR OFFICER INTERVIEWED
Z6,PREMIUM OVERTIME EXCLUDED
Z7,RECORDS REFLECT PROPER DIVISION OF EMPLOYEE(S) PAYROLL
Z8,RECORDS SATISFACTORY FOR AUDIT
Z9,RELATIVES EMPLOYED
ZA,CUSTOMER - CONFIGURATION CHANGE IS REQUIRED
ZB,CONDITION BOARD OF INSPECTION AND SURVEY (INSURV) IS MISSION DEGR
ZC,CONDITION BOARD OF INSPECTION AND SURVEY (INSURV) IS MAINTENANCE
ZD,CONDITION BOARD OF INSPECTION AND SURVEY (INSURV) IS SAFETY RELAT
ZE,REPAIR IS MISSION ESSENTIAL
ZF,REPAIR IS SAFETY ESSENTIAL
ZG,PERIODIC MAINTENANCE IS REQUIRED
ZH,CONDITION BOARD OF INSPECTION AND SURVEY (INSURV) DISCREPANCY IS
ZI,PROGRESS IS IN JEOPARDY
ZJ,EMPLOYEE'S INJURY OR ILLNESS IS WORK RELATED
ZK,FINAL - CONFIGURATION CHANGE IS REQUIRED
ZL,FINAL - DELIVERY TO SHOP IS REQUIRED
ZM,FINAL - REQUESTOR WORKFORCE WILL ASSIST
ZN,JOB IS LEVEL 2
ZO,PRELIMINARY - CONFIGURATION CHANGE IS REQUIRED
ZP,PRELIMINARY - DELIVERY TO SHOP IS REQUIRED
ZQ,PRELIMINARY - REQUESTOR WORKFORCE WILL ASSIST
ZR,CONFIGURATION CHANGE IS ASSOCIATED WITH TIME METER
ZS,SHOP HAS LEAD RESPONSIBILITY
ZT,ESTIMATE IS DERIVED FROM JOB TEMPLATE
ZU,REQUESTOR HOLDS TECHNICAL DOCUMENTATION
ZV,REPLACEMENT ITEM
ZW,CANADIAN STANDARDS ASSOCIATION (CSA) APPROVED
ZX,NON-CONVERTIBLE
ZY,UNDERWRITERS LABORATORY (UL) APPROVED
ZZ,MUTUALLY DEFINED
